Nome do Clube,Estado,Nome do Técnico,Nacionalidade do Técnico,Tipo de Vínculo,Estreia,Data Início,Data Fim,Vitórias,Empates,Derrotas,Tipo Transação Entrada,Tipo Transação Saída,Eventos
Palmeiras,SP,Luiz Felipe Scolari,Brasil,1,False,2010-06-13,2012-09-13,69,49,45,1,1.0,"[{'nome': 'Campeão da Copa do Brasil de 2012 sobre o Coritiba', 'tipo_evento': 1, 'data': '2012-07-11'}, {'nome': 'Eliminação na semifinal da Sul-Americana de 2010 para o Goiás', 'tipo_evento': 2, 'data': '2010-11-24'}, {'nome': 'Eliminação na semifinal do Campeonato Paulista de 2011 para o Corinthians', 'tipo_evento': 2, 'data': '2011-05-01'}, {'nome': 'Eliminação nas quartas da Copa do Brasil de 2011 para o Coritiba', 'tipo_evento': 2, 'data': '2011-05-11'}, {'nome': 'Eliminação na segunda fase da Sul-Americana de 2011 para o Vasco', 'tipo_evento': 2, 'data': '2011-08-25'}, {'nome': 'Eliminação nas quartas do Campeonato Paulista de 2012 para o Guarani', 'tipo_evento': 2, 'data': '2012-04-22'}, {'nome': 'Rebaixamento para a Série B em 2012', 'tipo_evento': 3, 'data': '2012-09-13'}]"
Palmeiras,SP,Flávio Murtosa,Brasil,2,False,2010-07-15,2010-07-15,1,0,0,1,1.0,[]
Palmeiras,SP,Narciso,Brasil,2,False,2012-09-16,2012-09-16,0,0,1,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2012', 'tipo_evento': 3, 'data': '2012-09-16'}]"
Palmeiras,SP,Gilson Kleina,Brasil,1,False,2012-09-19,2014-05-08,57,20,29,1,1.0,"[{'nome': 'Campeão da Série B em 2013', 'tipo_evento': 1, 'data': '2013-11-30'}, {'nome': 'Eliminação nas oitavas da Sul-Americana de 2012 para o Millionários', 'tipo_evento': 2, 'data': '2012-10-23'}, {'nome': 'Eliminação nas quartas do Campeonato Paulista de 2013 para o Santos', 'tipo_evento': 2, 'data': '2013-04-27'}, {'nome': 'Eliminação nas oitavas da Libertadores de 2013 para o Tijuana', 'tipo_evento': 2, 'data': '2013-05-14'}, {'nome': 'Eliminação nas oitavas da Copa do Brasil de 2013 para o Athletico-PR', 'tipo_evento': 2, 'data': '2013-08-28'}, {'nome': 'Eliminação na semifinal do Paulista de 2014 para o Ituano', 'tipo_evento': 2, 'data': '2014-03-30'}, {'nome': 'Rebaixamento para a Série B em 2012', 'tipo_evento': 3, 'data': '2012-12-01'}]"
Palmeiras,SP,Alberto Valentim,Brasil,2,False,2014-05-10,2014-06-01,4,1,2,1,1.0,[]
Palmeiras,SP,Ricardo Gareca,Argentina,1,False,2014-05-21,2014-09-01,3,1,8,1,1.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2014 para o Atlético-MG', 'tipo_evento': 2, 'data': '2014-08-27'}]"
Palmeiras,SP,Dorival Júnior,Brasil,1,False,2014-09-03,2014-12-08,6,5,9,1,1.0,[]
Palmeiras,SP,Alberto Valentim,Brasil,2,False,2014-09-04,2014-09-04,0,0,1,1,1.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2014 para o Atlético-MG', 'tipo_evento': 2, 'data': '2014-09-04'}]"
Palmeiras,SP,Oswaldo de Oliveira,Brasil,1,False,2014-12-16,2015-06-09,15,7,7,1,1.0,[]
Palmeiras,SP,Alberto Valentim,Brasil,2,False,2015-06-14,2015-06-14,1,0,0,1,1.0,[]
Palmeiras,SP,Marcelo Oliveira,Brasil,1,False,2015-06-15,2016-03-10,23,10,18,1,1.0,"[{'nome': 'Campeão da Copa do Brasil de 2015 sobre o Santos', 'tipo_evento': 1, 'data': '2015-12-02'}]"
Palmeiras,SP,Alberto Valentim,Brasil,2,False,2016-03-13,2016-03-13,1,0,0,1,1.0,[]
Palmeiras,SP,Cuca,Brasil,1,False,2016-03-14,2016-12-11,30,11,12,2,3.0,"[{'nome': 'Campeão Brasileiro de 2016', 'tipo_evento': 1, 'data': '2016-12-11'}, {'nome': 'Eliminação na fase de grupos da Libertadores de 2016', 'tipo_evento': 2, 'data': '2016-04-14'}, {'nome': 'Eliminação na semifinal do Campeonato Paulista de 2016 para o Santos', 'tipo_evento': 2, 'data': '2016-04-24'}, {'nome': 'Eliminação nas quartas da Copa do Brasil de 2016 para o Grêmio', 'tipo_evento': 2, 'data': '2016-10-19'}]"
Palmeiras,SP,Eduardo Baptista,Brasil,1,False,2016-12-16,2017-05-04,14,2,5,1,1.0,"[{'nome': 'Eliminação na semifinal do Campeonato Paulista de 2017 para a Ponte Preta', 'tipo_evento': 2, 'data': '2017-04-22'}]"
Palmeiras,SP,Cuca,Brasil,1,False,2017-05-09,2017-10-13,16,7,11,1,1.0,"[{'nome': 'Eliminação nas quartas da Copa do Brasil de 2017 para o Cruzeiro', 'tipo_evento': 2, 'data': '2017-07-26'}, {'nome': 'Eliminação nas Oitavas da Libertadores de 2017 para o Barcelona de Guayaquil', 'tipo_evento': 2, 'data': '2017-08-09'}]"
Palmeiras,SP,Alberto Valentim,Brasil,2,False,2017-10-15,2017-12-03,6,1,4,1,1.0,[]
Palmeiras,SP,Roger Machado,Brasil,1,False,2017-11-22,2018-07-26,24,9,8,1,1.0,[]
Palmeiras,SP,Wesley Carvalho,Brasil,2,False,2018-07-29,2018-07-29,1,0,0,1,1.0,[]
Palmeiras,SP,Paulo Turra,Brasil,2,False,2018-08-02,2018-08-02,0,1,0,1,1.0,[]
Palmeiras,SP,Luiz Felipe Scolari,Brasil,1,False,2018-08-03,2019-09-02,46,22,9,1,1.0,"[{'nome': 'Campeão Brasileiro de 2018', 'tipo_evento': 1, 'data': '2018-12-02'}, {'nome': 'Eliminação na semifinal da Copa do Brasil de 2018 para o Cruzeiro', 'tipo_evento': 2, 'data': '2018-09-26'}, {'nome': 'Eliminação na semifinal da Libertadores de 2018 para o Boca Juniors', 'tipo_evento': 2, 'data': '2018-10-31'}, {'nome': 'Eliminação na semifinal do Paulista de 2019 para o São Paulo', 'tipo_evento': 2, 'data': '2019-04-07'}, {'nome': 'Eliminação nas quartas de final da Copa do Brasil de 2019 para o Internacional', 'tipo_evento': 2, 'data': '2019-07-17'}, {'nome': 'Eliminação na semifinal da Libertadores de 2019 para o Grêmio', 'tipo_evento': 2, 'data': '2019-08-27'}]"
Palmeiras,SP,Mano Menezes,Brasil,1,False,2019-09-03,2019-12-01,11,5,4,1,1.0,[]
Palmeiras,SP,Andrey Lopes,Brasil,2,False,2019-12-02,2019-12-08,2,0,0,1,1.0,[]
Palmeiras,SP,Vanderlei Luxemburgo,Brasil,1,False,2019-12-15,2020-10-14,17,14,5,1,1.0,"[{'nome': 'Campeão do Campeonato Paulista de 2020 sobre o Corinthians', 'tipo_evento': 1, 'data': '2020-08-08'}]"
Palmeiras,SP,Andrey Lopes,Brasil,2,False,2020-10-15,2020-11-03,4,0,1,1,4.0,[]
Palmeiras,SP,Abel Ferreira,Portugal,1,False,2020-11-03,,0,0,0,1,,"[{'nome': 'Campeão da Libertadores de 2020 sobre o Santos', 'tipo_evento': 1, 'data': '2021-01-30'}, {'nome': 'Eliminação na semifinal do Mundial de Clubes 2020 para o Tigres-MEX', 'tipo_evento': 2, 'data': '2021-02-07'}, {'nome': 'Campeão da Copa do Brasil de 2020 sobre o Grêmio', 'tipo_evento': 1, 'data': '2021-03-07'}, {'nome': 'Eliminação na terceira fase da Copa do Brasil 2021 para o CRB', 'tipo_evento': 2, 'data': '2021-06-09'}, {'nome': 'Campeão da Libertadores 2021 sobre o Flamengo', 'tipo_evento': 1, 'data': '2021-11-27'}, {'nome': 'Campeão da Recopa Sul-Americana 2022 sobre o Athletico-PR', 'tipo_evento': 1, 'data': '2022-03-02'}, {'nome': 'Campeão do Campeonato Paulista de 2022 sobre o São Paulo', 'tipo_evento': 1, 'data': '2022-04-03'}, {'nome': 'Eliminação nas oitavas de final da Copa do Brasil de 2022 para o São Paulo', 'tipo_evento': 2, 'data': '2022-07-14'}, {'nome': 'Eliminação na semifinal da Libertadores de 2022 para o Athletico-PR', 'tipo_evento': 2, 'data': '2022-09-06'}, {'nome': 'Campeão Brasileiro de 2022', 'tipo_evento': 1, 'data': '2022-11-02'}, {'nome': 'Campeão Paulista de 2023 sobre o Água Santa', 'tipo_evento': 1, 'data': '2023-04-09'}, {'nome': 'Campeão da Supercopa do Brasil de 2023 sobre o Flamengo', 'tipo_evento': 1, 'data': '2023-01-28'}, {'nome': 'Eliminação nas quartas de final da Copa do Brasil 2023 para o São Paulo', 'tipo_evento': 2, 'data': '2023-07-13'}, {'nome': 'Eliminação na semifinal da Libertadores 2023 para o Boca Juniors', 'tipo_evento': 2, 'data': '2023-10-05'}, {'nome': 'Campeão Brasileiro de 2023', 'tipo_evento': 1, 'data': '2023-12-06'}, {'nome': 'Campeão Paulista de 2024 sobre o Santos', 'tipo_evento': 1, 'data': '2024-04-07'}]"
Palmeiras,SP,João Martins,Portugal,2,False,2021-03-11,2021-04-01,2,1,0,1,4.0,[]
Palmeiras,SP,João Martins,Portugal,2,False,2021-11-30,2021-12-01,1,0,0,1,4.0,[]
Palmeiras,SP,Paulo Victor Gomes,Brasil,2,False,2021-12-02,2021-12-09,1,1,0,1,4.0,[]
Ponte Preta,SP,Abel Braga,Brasil,1,False,2002-12-11,2003-12-14,15,22,21,2,3.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2003', 'tipo_evento': 2, 'data': '2003-03-21'}]"
Ponte Preta,SP,Estevam Soares,Brasil,1,False,2004-01-02,2004-05-23,7,6,4,2,3.0,"[{'nome': 'Eliminação nas quartas de final do Campeonato Paulista de 2004 para o Paulista', 'tipo_evento': 2, 'data': '2004-03-20'}]"
Ponte Preta,SP,Ronaldão,Brasil,2,False,2004-05-29,2004-05-29,0,0,1,1,1.0,[]
Ponte Preta,SP,Marco Aurélio,Brasil,1,False,2004-06-08,2004-08-01,6,0,6,2,3.0,[]
Ponte Preta,SP,Nenê Santana,Brasil,1,False,2004-08-04,2005-01-30,9,6,15,1,1.0,[]
Ponte Preta,SP,Vadão,Brasil,1,False,2005-02-01,2005-07-24,14,5,9,2,3.0,[]
Ponte Preta,SP,Nenê Santana,Brasil,2,False,2005-07-27,2005-08-03,1,1,1,1,1.0,[]
Ponte Preta,SP,Zetti,Brasil,1,False,2005-08-03,2005-08-23,0,0,4,1,2.0,[]
Ponte Preta,SP,Nenê Santana,Brasil,2,False,2005-08-24,2005-08-24,0,0,1,1,1.0,[]
Ponte Preta,SP,Estevam Soares,Brasil,1,False,2005-08-26,2005-11-22,5,3,11,1,1.0,[]
Ponte Preta,SP,Nenê Santana,Brasil,2,False,2005-11-27,2005-12-04,1,0,1,1,1.0,[]
Ponte Preta,SP,Vadão,Brasil,1,False,2005-12-16,2006-05-29,8,9,10,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2006', 'tipo_evento': 3, 'data': '2006-05-29'}]"
Ponte Preta,SP,Marco Aurélio,Brasil,1,False,2006-05-29,2006-10-05,6,4,9,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2006', 'tipo_evento': 3, 'data': '2006-10-05'}]"
Ponte Preta,SP,Wanderley Paiva,Brasil,1,False,2006-10-05,2007-01-29,3,4,8,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2006', 'tipo_evento': 3, 'data': '2006-12-03'}]"
Ponte Preta,SP,Nelsinho Baptista,Brasil,1,False,2007-01-30,2007-09-23,18,11,16,1,1.0,"[{'nome': 'Eliminação na primeira fase da Copa do Brasil de 2007 para o Villa Nova-MG', 'tipo_evento': 2, 'data': '2007-02-28'}, {'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2007', 'tipo_evento': 2, 'data': '2007-04-11'}]"
Ponte Preta,SP,Paulo Comelli,Brasil,1,False,2007-09-24,2007-11-20,2,5,4,1,1.0,[]
Ponte Preta,SP,Sérgio Guedes,Brasil,1,False,2007-11-24,2008-06-07,15,5,9,1,1.0,[]
Ponte Preta,SP,José Luiz Carbone,Brasil,2,False,2008-06-10,2008-06-10,0,0,1,1,1.0,[]
Ponte Preta,SP,Paulo Bonamigo,Brasil,1,False,2008-06-11,2008-09-28,11,5,6,1,1.0,[]
Ponte Preta,SP,Vagner Benazzi,Brasil,1,False,2008-09-28,2008-11-29,4,2,4,1,1.0,[]
Ponte Preta,SP,Sérgio Soares,Brasil,1,False,2008-12-04,2009-03-09,5,4,4,1,1.0,[]
Ponte Preta,SP,Marco Aurélio,Brasil,1,False,2009-03-09,2009-05-25,7,9,5,1,2.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2009', 'tipo_evento': 2, 'data': '2009-04-05'}, {'nome': 'Eliminação nas quartas de final da Copa do Brasil de 2009 para o Coritiba', 'tipo_evento': 2, 'data': '2009-05-19'}]"
Ponte Preta,SP,Pintado,Brasil,1,False,2009-05-25,2009-08-30,7,6,5,1,1.0,[]
Ponte Preta,SP,Márcio Bittencourt,Brasil,1,False,2009-08-31,2009-10-07,2,2,3,1,1.0,[]
Ponte Preta,SP,Wanderley Paiva,Brasil,2,False,2009-10-10,2009-11-27,4,1,5,1,1.0,[]
Ponte Preta,SP,Sérgio Guedes,Brasil,1,False,2009-11-23,2010-04-01,8,6,7,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2010', 'tipo_evento': 2, 'data': '2010-03-27'}, {'nome': 'Eliminação na segunda fase da Copa do Brasil de 2010 para a Portuguesa', 'tipo_evento': 2, 'data': '2010-03-31'}]"
Ponte Preta,SP,Carlos Gallo,Brasil,2,False,2010-04-04,2010-04-17,0,2,2,1,1.0,[]
Ponte Preta,SP,Jorginho Cantinflas,Brasil,1,False,2010-04-21,2010-10-25,12,9,10,1,1.0,[]
Ponte Preta,SP,Givanildo Oliveira,Brasil,1,False,2010-10-25,2010-11-27,0,2,4,1,1.0,[]
Ponte Preta,SP,Flamarion Nunes,Brasil,2,False,2010-10-26,2010-10-26,0,1,0,1,1.0,[]
Ponte Preta,SP,Gilson Kleina,Brasil,1,False,2010-12-02,2012-09-19,48,32,35,2,3.0,"[{'nome': 'Eliminação na segunda fase da Copa do Brasil de 2011 para o Goiás', 'tipo_evento': 2, 'data': '2011-03-31'}, {'nome': 'Eliminação nas quartas de final do Campeonato Paulista de 2011 para o Santos', 'tipo_evento': 2, 'data': '2011-04-23'}, {'nome': 'Eliminação na semifinal do Campeonato Paulista de 2012 para o Guarani', 'tipo_evento': 2, 'data': '2012-04-29'}, {'nome': 'Eliminação nas oitavas da Copa do Brasil de 2012 para o São Paulo', 'tipo_evento': 2, 'data': '2012-05-10'}]"
Ponte Preta,SP,Zé Sérgio,Brasil,2,False,2012-09-23,2012-09-23,0,1,0,1,1.0,[]
Ponte Preta,SP,Guto Ferreira,Brasil,1,False,2012-09-24,2013-06-06,19,11,11,1,1.0,"[{'nome': 'Eliminação nas quartas de final do Campeonato Paulista de 2013 para o Corinthians', 'tipo_evento': 2, 'data': '2013-04-28'}, {'nome': 'Rebaixamento para a Série B em 2013', 'tipo_evento': 3, 'data': '2013-06-06'}]"
Ponte Preta,SP,Zé Sérgio,Brasil,2,False,2013-06-08,2013-06-08,0,0,1,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2013', 'tipo_evento': 3, 'data': '2013-06-08'}]"
Ponte Preta,SP,Carpegiani,Brasil,1,False,2013-06-15,2013-08-24,4,3,6,1,1.0,"[{'nome': 'Eliminação na terceira fase da Copa do Brasil de 2013 para o Nacional-AM', 'tipo_evento': 2, 'data': '2013-07-24'}, {'nome': 'Rebaixamento para a Série B em 2013', 'tipo_evento': 3, 'data': '2013-08-24'}]"
Ponte Preta,SP,Jorginho,Brasil,1,False,2013-08-25,2013-12-13,8,11,13,1,1.0,"[{'nome': 'Rebaixamento para a Série B em 2013', 'tipo_evento': 3, 'data': '2013-12-08'}]"
Ponte Preta,SP,Sidney Moraes,Brasil,1,False,2013-12-16,2014-01-31,1,0,2,1,1.0,[]
Ponte Preta,SP,Vadão,Brasil,1,False,2014-01-31,2014-04-13,8,0,6,2,3.0,"[{'nome': 'Eliminação nas quartas do Campeonato Paulista de 2014 para o Santos', 'tipo_evento': 2, 'data': '2014-03-26'}]"
Ponte Preta,SP,Dado Cavalcanti,Brasil,1,False,2014-04-13,2014-07-21,4,7,3,1,1.0,[]
Ponte Preta,SP,Parraga,Brasil,2,False,2014-07-23,2014-07-26,0,1,1,1,1.0,"[{'nome': 'Eliminação na terceira fase da Copa do Brasil de 2014 para o Vasco', 'tipo_evento': 2, 'data': '2014-07-23'}]"
Ponte Preta,SP,Guto Ferreira,Brasil,1,False,2014-07-24,2015-08-03,31,17,16,1,1.0,"[{'nome': 'Eliminação na terceira fase da Copa do Brasil de 2014 para o Vasco', 'tipo_evento': 2, 'data': '2014-07-30'}, {'nome': 'Eliminação nas quartas do Campeonato Paulista de 2015 para o Corinthians', 'tipo_evento': 2, 'data': '2015-04-11'}, {'nome': 'Eliminação na terceira fase da Copa do Brasil de 2015 para o Coritiba', 'tipo_evento': 2, 'data': '2015-07-22'}]"
Ponte Preta,SP,Doriva,Brasil,1,False,2015-08-04,2015-10-07,6,5,4,2,3.0,"[{'nome': 'Eliminação na segunda fase da Sul-Americana de 2015 para a Chapecoense', 'tipo_evento': 2, 'data': '2015-08-26'}]"
Ponte Preta,SP,Felipe Moreira,Brasil,2,False,2015-10-14,2015-12-06,3,1,5,1,1.0,[]
Ponte Preta,SP,Vinícius Eutrópio,Brasil,1,False,2015-12-10,2016-02-14,0,2,2,1,1.0,[]
Ponte Preta,SP,Felipe Moreira,Brasil,2,False,2016-02-20,2016-02-20,0,1,0,1,1.0,[]
Ponte Preta,SP,Alexandre Gallo,Brasil,1,False,2016-02-22,2016-04-15,7,2,3,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2016', 'tipo_evento': 2, 'data': '2016-04-10'}]"
Ponte Preta,SP,Eduardo Baptista,Brasil,1,False,2016-04-15,2016-12-02,17,11,15,2,3.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2016 para o Atlético-MG', 'tipo_evento': 2, 'data': '2016-09-21'}]"
Ponte Preta,SP,Felipe Moreira,Brasil,1,False,2016-12-02,2017-03-03,5,3,1,1,1.0,"[{'nome': 'Eliminação na segunda fase da Copa do Brasil para o Cuiabá', 'tipo_evento': 2, 'data': '2017-03-02'}]"
Ponte Preta,SP,João Brigatti,Brasil,2,False,2017-03-05,2017-03-21,1,2,1,1,1.0,[]
Ponte Preta,SP,Gilson Kleina,Brasil,1,False,2017-03-23,2017-09-16,13,10,14,1,1.0,"[{'nome': 'Eliminação nas oitavas da Sul-Americana de 2017 para o Sport', 'tipo_evento': 2, 'data': '2017-09-13'}, {'nome': 'Rebaixamento para a Série B em 2017', 'tipo_evento': 3, 'data': '2017-09-16'}]"
Ponte Preta,SP,João Brigatti,Brasil,2,False,2017-09-20,2017-09-20,1,0,0,1,1.0,"[{'nome': 'Eliminação nas oitavas da Sul-Americana de 2017 para o Sport', 'tipo_evento': 2, 'data': '2017-09-20'}]"
Ponte Preta,SP,Eduardo Baptista,Brasil,1,False,2017-09-21,2018-03-09,6,9,13,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2018', 'tipo_evento': 2, 'data': '2018-03-09'}, {'nome': 'Rebaixamento para a Série B em 2017', 'tipo_evento': 3, 'data': '2017-12-03'}]"
Ponte Preta,SP,João Brigatti,Brasil,2,False,2018-03-09,2018-03-22,2,2,1,1,1.0,[]
Ponte Preta,SP,Doriva,Brasil,1,False,2018-03-23,2018-05-29,3,2,6,1,1.0,"[{'nome': 'Eliminação nas oitavas da Copa do Brasil de 2018 para o Flamengo', 'tipo_evento': 2, 'data': '2018-05-10'}]"
Ponte Preta,SP,João Brigatti,Brasil,2,False,2018-06-02,2018-09-02,7,6,4,1,1.0,[]
Ponte Preta,SP,Marcelo Chamusca,Brasil,1,False,2018-09-02,2018-09-26,0,3,2,1,1.0,[]
Ponte Preta,SP,Gilson Kleina,Brasil,1,False,2018-10-02,2018-12-04,7,2,0,1,4.0,[]
Ponte Preta,SP,Mazola Júnior,Brasil,1,False,2018-12-06,2019-02-06,1,2,2,1,1.0,[]
Ponte Preta,SP,João Paulo Sanches,Brasil,2,False,2019-02-07,2019-02-09,1,0,0,1,1.0,[]
Ponte Preta,SP,Jorginho,Brasil,1,False,2019-02-08,2019-08-25,12,11,7,1,1.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista 2019', 'tipo_evento': 2, 'data': '2019-03-20'}, {'nome': 'Eliminação na primeira fase da Copa do Brasil de 2019 para a Aparecidense', 'tipo_evento': 2, 'data': '2019-04-03'}]"
Ponte Preta,SP,Felipe Moreira,Brasil,2,False,2019-08-26,2019-08-27,0,0,1,1,1.0,[]
Ponte Preta,SP,Gilson Kleina,Brasil,1,False,2019-08-28,2020-02-18,7,8,11,1,1.0,[]
Ponte Preta,SP,Fábio Moreno,Brasil,2,False,2020-02-19,2020-02-22,0,1,0,1,1.0,[]
Ponte Preta,SP,João Brigatti,Brasil,1,False,2020-02-23,2020-10-02,11,5,8,1,1.0,"[{'nome': 'Eliminação na semifinal do Campeonato Paulista de 2020 para o Palmeiras', 'tipo_evento': 2, 'data': '2020-08-02'}, {'nome': 'Eliminação na quarta fase da Copa do Brasil de 2020 para o América-MG', 'tipo_evento': 2, 'data': '2020-09-22'}]"
Ponte Preta,SP,Fábio Moreno,Brasil,2,False,2020-10-02,2020-10-06,1,0,1,1,1.0,[]
Ponte Preta,SP,Marcelo Oliveira,Brasil,1,False,2020-10-07,2020-12-11,4,4,6,1,1.0,[]
Ponte Preta,SP,Fábio Moreno,Brasil,1,False,2020-12-12,2021-05-22,10,6,11,1,1.0,"[{'nome': 'Eliminação na segunda fase da Copa do Brasil de 2021 para o Criciúma', 'tipo_evento': 2, 'data': '2021-04-08'}, {'nome': 'Eliminação na primeira fase do Campeonato Paulista 2021', 'tipo_evento': 2, 'data': '2021-05-09'}]"
Ponte Preta,SP,Sandro Forner,Brasil,2,False,2021-05-23,2021-05-30,0,0,1,1,1.0,[]
Ponte Preta,SP,Gilson Kleina,Brasil,1,False,2021-05-31,2022-02-19,14,14,17,1,1.0,"[{'nome': 'Rebaixamento no Campeonato Paulista 2022', 'tipo_evento': 3, 'data': '2022-02-19'}]"
Ponte Preta,SP,Ivo Secchi,Brasil,2,False,2022-02-20,2022-02-22,0,0,1,1,4.0,"[{'nome': 'Eliminação na Primeira Fase da Copa do Brasil de 2022 para o FC Cascavel', 'tipo_evento': 2, 'data': '2022-02-22'}]"
Ponte Preta,SP,Hélio dos Anjos,Brasil,1,False,2022-02-23,2023-04-18,27,21,18,1,2.0,"[{'nome': 'Rebaixamento no Campeonato Paulista 2022', 'tipo_evento': 3, 'data': '2022-03-19'}, {'nome': 'Eliminação na segunda fase da Copa do Brasil 2023 para o Brasil de Pelotas', 'tipo_evento': 2, 'data': '2023-03-07'}, {'nome': 'Campeão do Campeonato Paulista A2 sobre o Novorizontino', 'tipo_evento': 1, 'data': '2023-04-08'}]"
Ponte Preta,SP,Felipe Moreira,Brasil,1,False,2023-04-19,2023-07-22,5,7,6,1,1.0,[]
Ponte Preta,SP,Pintado,Brasil,1,False,2023-07-24,2023-10-02,2,5,4,1,1.0,[]
Ponte Preta,SP,João Brigatti,Brasil,1,False,2023-10-03,2024-05-27,7,11,10,1,2.0,"[{'nome': 'Eliminação nas quartas de final do Campeonato Paulista 2024 para o Palmeiras', 'tipo_evento': 2, 'data': '2024-03-16'}]"
Ponte Preta,SP,Nelsinho Baptista,Brasil,1,False,2024-05-29,,0,0,0,1,,[]
Santos,SP,Emerson Leão,Brasil,1,False,2002-05-20,2004-05-06,67,31,29,1,2.0,"[{'nome': 'Campeão Brasileiro em 2002 sobre o Corinthians', 'tipo_evento': 1, 'data': '2002-12-15'}, {'nome': 'Eliminação na primeira fase do Campeonato Carioca de 2003', 'tipo_evento': 2, 'data': '2003-02-15'}, {'nome': 'Eliminação nas quartas da Sul-Americana de 2003 para o Cienciano', 'tipo_evento': 2, 'data': '2003-10-29'}, {'nome': 'Eliminação na semifinal do Paulista de 2004 sobre o Santos', 'tipo_evento': 2, 'data': '2004-04-03'}]"
Santos,SP,Vanderlei Luxemburgo,Brasil,1,False,2004-05-08,2004-12-30,28,12,12,2,3.0,"[{'nome': 'Campeão Brasileiro em 2004', 'tipo_evento': 1, 'data': '2004-12-19'}, {'nome': 'Eliminação nas quartas da Libertadores de 2004 para o Once Caldas', 'tipo_evento': 2, 'data': '2004-05-26'}, {'nome': 'Eliminação nas quartas da Sul-Americana de 2004 para a LDU', 'tipo_evento': 2, 'data': '2004-11-10'}]"
Santos,SP,Márcio Fernandes,Brasil,2,False,2004-05-08,2004-05-08,1,0,0,1,1.0,[]
Santos,SP,Oswaldo de Oliveira,Brasil,1,False,2005-01-01,2005-03-21,9,4,3,1,1.0,[]
Santos,SP,Alexandre Gallo,Brasil,1,False,2005-03-23,2005-09-27,19,11,11,1,1.0,"[{'nome': 'Eliminação nas quartas da Libertadores de 2005 para o Athletico-PR', 'tipo_evento': 2, 'data': '2005-06-15'}, {'nome': 'Eliminação na fase preliminar da Sul-Americana de 2005 para o Fluminense', 'tipo_evento': 2, 'data': '2005-08-31'}]"
Santos,SP,Serginho Chulapa,Brasil,2,False,2005-03-23,2005-03-23,0,0,1,1,1.0,[]
Santos,SP,Nelsinho Baptista,Brasil,1,False,2005-09-27,2005-11-20,3,3,7,1,2.0,[]
Santos,SP,Serginho Chulapa,Brasil,2,False,2005-11-27,2005-12-04,1,0,1,1,1.0,[]
Santos,SP,Vanderlei Luxemburgo,Brasil,1,False,2005-12-13,2007-12-13,85,27,33,1,1.0,"[{'nome': 'Campeão Paulista em 2006', 'tipo_evento': 1, 'data': '2006-04-09'}, {'nome': 'Campeão Paulista em 2007 sobre o São Caetano', 'tipo_evento': 1, 'data': '2007-05-06'}, {'nome': 'Eliminação nas quartas da Copa do Brasil de 2006 para o Ipatinga', 'tipo_evento': 2, 'data': '2006-05-03'}, {'nome': 'Eliminação nas oitavas da Sul-Americana de 2006 para o San Lorenzo', 'tipo_evento': 2, 'data': '2006-10-11'}, {'nome': 'Eliminação na semifinal da Libertadores de 2007 para o Grêmio', 'tipo_evento': 2, 'data': '2007-06-06'}]"
Santos,SP,Emerson Leão,Brasil,1,False,2007-12-17,2008-05-27,16,5,11,1,2.0,"[{'nome': 'Eliminação na primeira fase do Campeonato Paulista de 2008', 'tipo_evento': 2, 'data': '2008-04-06'}, {'nome': 'Eliminação nas quartas da Libertadores de 2008 para o América-MEX', 'tipo_evento': 2, 'data': '2008-05-22'}]"
Santos,SP,Márcio Fernandes,Brasil,2,False,2008-06-01,2008-06-01,0,1,0,1,1.0,[]
Santos,SP,Cuca,Brasil,1,False,2008-06-02,2008-08-07,3,4,7,1,2.0,[]
Santos,SP,Márcio Fernandes,Brasil,1,False,2008-08-07,2009-02-12,10,8,9,1,1.0,[]
Santos,SP,Serginho Chulapa,Brasil,2,False,2009-02-15,2009-02-15,1,0,0,1,1.0,[]
Santos,SP,Vagner Mancini,Brasil,1,False,2009-02-16,2009-07-13,14,9,6,1,1.0,"[{'nome': 'Eliminação na segunda fase da Copa do Brasil de 2009', 'tipo_evento': 2, 'data': '2009-04-22'}]"
Santos,SP,Serginho Chulapa,Brasil,2,False,2009-07-15,2009-07-19,0,1,1,1,1.0,[]
Santos,SP,Vanderlei Luxemburgo,Brasil,1,False,2009-07-17,2009-12-06,9,8,10,1,1.0,[]
